6875251.4426646,0,0,8.79779269396121,-4.44089209850063e-16,14.9705419825253
6875252.63661102,1.16415321826935e-10,-4.65661287307739e-10,8.84164020037024,0,14.9749552665394
6875248.15298727,0,-4.65661287307739e-10,8.88563818743146,-4.44089209850063e-16,14.9794350369973
6875243.46130974,1.16415321826935e-10,4.65661287307739e-10,8.92978934195273,-4.44089209850063e-16,14.9839743098368
6875245.02396114,1.16415321826935e-10,-4.65661287307739e-10,8.974092675459,4.44089209850063e-16,14.988558040899
6875240.14105586,2.3283064365387e-10,-4.65661287307739e-10,9.01855144095477,4.44089209850063e-16,14.9932134378399
6875241.34392289,-2.3283064365387e-10,4.65661287307739e-10,9.06316719998049,-4.44089209850063e-16,14.997916239417
6875240.47734293,1.16415321826935e-10,4.65661287307739e-10,9.10794055837954,0,15.0026820440288
6875236.90005137,-1.16415321826935e-10,9.31322574615479e-10,9.15287388232431,-4.44089209850063e-16,15.0075117940412
6875234.81088365,-2.3283064365387e-10,0,9.19796803531554,0,15.0123996233441
6875234.8818995,1.16415321826935e-10,-9.31322574615479e-10,9.24322376586374,0,15.0173426281138
6875229.97484938,0,9.31322574615479e-10,9.28864474100612,0,15.0223565915199
6875228.63407673,2.3283064365387e-10,0,9.33422941993622,4.44089209850063e-16,15.0274240386528
6875224.2059299,-1.16415321826935e-10,4.65661287307739e-10,9.3799844155054,0,15.0325589735708
6875224.30966712,2.3283064365387e-10,4.65661287307739e-10,9.42590559911791,0,15.0377474191409
6875224.25073993,2.3283064365387e-10,0,9.47199815201415,0,15.0429994262991
6875217.1423868,1.16415321826935e-10,-4.65661287307739e-10,9.51826192695609,0,15.0483249432018
6875218.62292796,-1.16415321826935e-10,4.65661287307739e-10,9.56469912036509,0,15.0537002340279
6875215.5090126,0,9.31322574615479e-10,9.61131206357503,0,15.0591455808243
6875216.49533574,-2.3283064365387e-10,-4.65661287307739e-10,9.65810348285513,-4.44089209850063e-16,15.0646488424266
6875212.30784369,1.16415321826935e-10,0,9.70507152158922,-4.44089209850063e-16,15.070225151035
6875212.01987197,2.3283064365387e-10,-4.65661287307739e-10,9.75222058423415,4.44089209850063e-16,15.075859816642
6875207.30670183,-1.16415321826935e-10,9.31322574615479e-10,9.79955147179228,-4.44089209850063e-16,15.0815663114336
6875205.82904532,-2.3283064365387e-10,-4.65661287307739e-10,9.84706561188017,-4.44089209850063e-16,15.0873334083512
6875203.22340823,-2.3283064365387e-10,4.65661287307739e-10,9.89476527239918,0,15.0931689467616
6875201.60124775,0,4.65661287307739e-10,9.94265284588443,0,15.0990688201743
6875199.08258332,-1.16415321826935e-10,0,9.99072857245242,4.44089209850063e-16,15.1050372899619
6875198.26887197,1.16415321826935e-10,0,10.0389950967375,0,15.111069720732
6875197.0610522,2.3283064365387e-10,0,10.0874540737494,0,15.1171717844492
6875195.05163197,-1.16415321826935e-10,4.65661287307739e-10,10.1361072077187,0,15.1233425173447
6875194.01287478,0,0,10.1849583703512,4.44089209850063e-16,15.1295806930957
6875191.22878064,1.16415321826935e-10,0,10.2340051710955,-4.44089209850063e-16,15.1358906113307
6875186.52140338,-1.16415321826935e-10,9.31322574615479e-10,10.2832529677049,-4.44089209850063e-16,15.1422747389237
6875187.31972064,0,-4.65661287307739e-10,10.3327022145763,-4.44089209850063e-16,15.1487185251026
6875182.50708265,0,0,10.3823573453767,0,15.1552425760872
6875178.43615843,-3.49245965480804e-10,4.65661287307739e-10,10.4322151790116,4.44089209850063e-16,15.1618367744822
6875179.34280333,1.16415321826935e-10,0,10.4822819348657,4.44089209850063e-16,15.1684936254887
6875179.08791575,-1.16415321826935e-10,0,10.5325574407768,0,15.1752232716373
6875173.5883412,-1.16415321826935e-10,0,10.5830460347026,0,15.1820361677163
6875174.87922729,1.16415321826935e-10,0,10.6337464076087,0,15.1889088920783
6875173.22659449,0,9.31322574615479e-10,10.6846614627711,0,15.1958608542166
6875172.74388661,2.3283064365387e-10,0,10.7357945151104,0,15.2028844782179
6875173.91419194,2.3283064365387e-10,4.65661287307739e-10,10.7871478181771,0,15.209978251215
6875167.70012779,-1.16415321826935e-10,4.65661287307739e-10,10.8387251956832,-4.44089209850063e-16,15.217160235164
6875166.06933598,-1.16415321826935e-10,0,10.8905238870599,-4.44089209850063e-16,15.2244104533242
6875161.19737423,1.16415321826935e-10,0,10.9425501337104,-4.44089209850063e-16,15.2317432609427
6875158.88443859,-1.16415321826935e-10,0,10.9948026287348,0,15.2391453966517
6875161.00253222,0,0,11.0472851216645,4.44089209850063e-16,15.2466176826407
6875157.67181778,-2.3283064365387e-10,4.65661287307739e-10,11.1000018933514,-4.44089209850063e-16,15.2541766692193
6875158.08627471,-1.16415321826935e-10,-4.65661287307739e-10,11.152952108585,0,15.2618077172922
